

words_alpha mat1 temp1 chs0:
<lizing>  [<|li|z|ing|>]
<<chaycen>>  [<|<|ch|ay|ce|n|>|>]
<<sif>>  [<|<|s|i|f|>|>]
<<jabronce>>  [<|<|ja|br|on|ce|>|>]
<<ruwake>>  [<|<|r|u|w|ak|e|>|>]
<<bian>>  [<|<|bi|an|>|>]
<<whitya>>  [<|<|w|hi|t|ya|>|>]
<<kiss>>  [<|<|ki|s|s|>|>]
<<marque>>  [<|<|mar|qu|e|>|>]
<<laf>>  [<|<|la|f|>|>]
<<lavans>>  [<|<|la|va|n|s|>|>]
<<viridian>>  [<|<|vi|ri|dia|n|>|>]
<<rykenwich>>  [<|<|ry|ke|n|w|ic|h|>|>]

male_names mat2 temp5 chs10:
<<zarag>>  [<|<|za|ra|g|>|>]
<<deteleflecpsychianmopstpho>>  [<|<|de|tele|flec|psych|ian|mo|p|st|p|ho|>|>]
<<tripelcophotiintrasaarim>>  [<|<|tri|pel|co|phot|i|intra|sa|ari|m|>|>]
<<orlanellentlocaptinter̋bry>>  [<|<|or|la|n|ell|ent|lo|capt|inter|̋|br|y|>|>]
<<armall>>  [<|<|ar|mal|l|>|>]
<<garytt>>  [<|<|g|ary|t|t|>|>]
<<bgradbtin>>  [<|<|b|grad|b|ti|n|>|>]
<<chas>>  [<|<|ch|as|>|>]
<<regery>>  [<|<|re|ge|ry|>|>]
<<gger>>  [<|<|g|ge|r|>|>]
<<sa>>  [<|<|sa|>|>]
<<jeune>>  [<|<|je|un|e|>|>]
<<dashaan>>  [<|<|da|sha|an|>|>]
<<mote>>  [<|<|mo|te|>|>]
<<ri>>  [<|<|ri|>|>]
<<setapasseypaniozooeyisti>>  [<|<|se|ta|pass|ey|pan|io|zoo|ey|is|ti|>|>]
<<je>>  [<|<|je|>|>]
<<kaastrrrhav>>  [<|<|ka|astr|rr|ha|v|>|>]
<<am>>  [<|<|am|>|>]
<<taurus>>  [<|<|ta|ur|us|>|>]
<<pus>>  [<|<|p|us|>|>]
<<zatobi>>  [<|<|za|to|bi|>|>]
<<jeveon>>  [<|<|je|ve|on|>|>]
<<candyibleariem>>  [<|<|ca|nd|y|ible|ari|em|>|>]
<<wcontrapathchroniveandahl>>  [<|<|w|contra|path|chron|ive|and|ah|l|>|>]

male_names mat2 temp5 chs50:
<<hajeeintraaricredçscribcephonmeterstrubenecidevecann>>  [<|<|ha|je|e|intra|ari|cred|ç|scrib|ce|phon|meter|stru|bene|cide|ve|ca|nn|>|>]
<<jaim>>  [<|<|ja|im|>|>]
<<dnielspecrdakio>>  [<|<|d|ni|el|spec|rd|ak|io|>|>]
<<sha>>  [<|<|sha|>|>]
<<damacrokixahauar>>  [<|<|da|macro|ki|x|ah|au|ar|>|>]
<<taariqibleismpolyed̀gradzazoopanphobiatiteimhotep>>  [<|<|ta|ari|q|ible|ism|poly|ed|̀|grad|za|zoo|pan|phobia|ti|te|im|ho|te|p|>|>]
<<mo>>  [<|<|mo|>|>]
<<se>>  [<|<|se|>|>]
<<onon>>  [<|<|o|non|>|>]
<<teryamedmiscacolurlo>>  [<|<|te|ry|am|ed|mis|ca|col|ur|lo|>|>]
<<ge>>  [<|<|ge|>|>]
<<naurelypçastraumeterhito>>  [<|<|na|ure|ly|p|ç|astr|au|meter|hi|to|>|>]
<<hêgwurcontraonex>>  [<|<|he|̂|g|w|ur|contra|on|ex|>|>]
<<jama>>  [<|<|ja|ma|>|>]
<<ja>>  [<|<|ja|>|>]
<<an>>  [<|<|an|>|>]
<<jëmisprochronahad>>  [<|<|je|̈|mis|pro|chron|ah|ad|>|>]
<<loacmicroflecder>>  [<|<|lo|ac|micro|flec|de|r|>|>]
<<olspecyapsychgraphntcla>>  [<|<|ol|spec|ya|psych|graph|nt|c|la|>|>]
<<laviproflecintraeave>>  [<|<|la|vi|pro|flec|intra|ea|ve|>|>]
<<cage>>  [<|<|ca|ge|>|>]
<<odkeřformxphobiarrrrncejunctableedflexbez>>  [<|<|o|d|ke|r|̌|form|x|phobia|rr|rr|nce|junct|able|ed|flex|be|z|>|>]
<<jbeneloirrrael>>  [<|<|j|bene|lo|ir|rr|ae|l|>|>]
<<ka>>  [<|<|ka|>|>]
<<thlivnal>>  [<|<|th|li|v|n|al|>|>]
